ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-08;;01;ACBLSX01;FM5FM5A4006SB0J20GGL;20100108;9;6;AC;;5;1546;2280;;4975;1794;1834;02;1896;77;4;true;;Volkswagen;CADDY Farmari (AC) 6ov 1896cm3;1;5;CADDY;05;e1*01/116*0252*18;02;563;164;95688;863;WV2ZZZ2KZ8;3206358
M1;2010-02-20;;01;BPD;0S0;20100220;4;4;AC;;5;1585;2000;;4720;1730;1470;02;1998;110;4;true;;Subaru;LEGACY Farmari (AC) 4ov 1998cm3;1;5;LEGACY;12;e1*01/116*0228*08;02;297;151;141109;708;JF1BPDLY38;3206654
M1;2010-01-08;;01;F4F;M507;20100108;0;4;AA;;5;1495;1960;;4647;1802;1473;01;1998;110;4;true;;Saab;9-3 Sedan (AA) 4ov 1998cm3;1;5;9-3;05;e4*01/116*0065*18;01;286;178;109234;457;YS3FF45F58;3207235
M1;2010-01-22;;01;AXB1B;02E;20100122;8;4;AF;;5;1595;2040;;4783;1775;1623;02;1910;88;4;true;;Fiat;CROMA Monikäyttöajoneuvo (AF) 4ov 1910cm3;1;6;CROMA;05;e3*01/116*0210*06;02;211;157;190048;364;ZFA1940000;3207604
M1;2010-01-19;;01;AXB1B;02E;20100119;8;4;AF;;5;1595;2040;;4783;1775;1623;02;1910;88;4;true;;Fiat;CROMA Monikäyttöajoneuvo (AF) 4ov 1910cm3;1;6;CROMA;05;e3*01/116*0210*06;02;091;157;115613;007;ZFA1940000;3207605
M1;2010-02-17;;01;AXF1B;05;20100217;8;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;235;167;57460;027;ZFA1980000;3207617
M1;2010-01-26;;01;PX31;AB;20100126;6;4;AC;;5;1695;2220;;4843;1846;1491;02;1995;130;4;true;;BMW;520d Farmari (AC) 4ov 1995cm3 A;2;6;520d;05;e1*01/116*0230*12;02;179;154;171302;402;WBAPX31040;3208893
M1;2010-09-30;;01;;;20100930;8;4;AB;;4;1389;1785;1785;4302;1695;1533;02;1461;78;4;true;false;Nissan;TIIDA Viistoperä (AB) 4ov 1461cm3;1;6;TIIDA;05;;02;564;138;221854;900;3N1FDAC11U;3209586
M1;2010-01-14;;01;LCAGAF1;FM6B1002R8K607MB;20081229;8;4;AA;;5;1535;2010;2010;4703;1826;1417;02;1968;105;4;true;false;Audi;A4 Sedan (AA) 4ov 1968cm3;1;6;A4;05;e1*01/116*0430*07;02;433;139;233075;126;WAUZZZ8K89;3210087
M1;2010-02-05;;01;LCAGAF1;FAVW0010R8K607MB;20081229;8;4;AA;1;5;1570;2045;2045;4851;1826;1437;02;1968;105;4;true;false;Audi;A4 Sedan (AA) 4ov 1968cm3;3;;A4;05;e1*01/116*0430*07;02;858;154;171478;043;WAUZZZ8K89;3210091
M1;2010-02-15;;01;1;4;20100215;9;4;AA;;5;1269;1675;;4545;1750;1435;01;1799;103;4;;;Honda;CIVIC 4DR Sedan (AA) 4ov 1799cm3;1;6;CIVIC 4DR;05;e11*01/116*0294*01;01;426;156;60618;834;NLAFD75708;3211758
M1;2010-03-19;;01;12D;6;20100319;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;564;147;222039;912;JMZGH12D60;3211814
M1;2010-01-21;;01;12D;6;20100121;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;426;147;141803;831;JMZGH12D60;3211816
M1;2010-02-05;;01;12D;6;20100205;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;837;147;189940;333;JMZGH12D60;3211817
M1;2010-01-29;;01;12D;6;20100129;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;598;147;144234;686;JMZGH12D60;3211821
M1;2010-04-15;;01;12L;6;20100415;8;4;AA;;5;1395;1930;;4755;1795;1440;01;2488;125;4;false;;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;698;192;96585;964;JMZGH12L60;3211825
M1;2010-01-08;;01;F5R/TX;A6A01;20100108;0;4;AC;;5;1775;2280;;4670;1802;1560;01;2792;206;6;true;;Saab;9-3 Farmari (AC) 4ov 2792cm3 A;2;6;9-3;05;e4*01/116*0065*18;01;398;279;135723;153;YS3FM52R98;3211881
M1;2010-01-29;;01;B5D41;M54AZ1;20090617;1;4;AF;;5;1367;1820;1820;4235;1790;1480;02;1582;84;4;true;false;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;106;125;200860;058;U5YFF24428;3212166
M1;2010-07-05;;01;ACBMYX0;FM6FM62S008N0GGN1;20080619;8;5;AB;;5;1337;1870;1870;4304;1759;1499;01;1390;103;4;true;false;Volkswagen;GOLF Farmari (AC) 4ov 1390cm3;1;6;GOLF;05;e1*01/116*0242*24;01;200;169;124657;;WVWZZZ1KZ9;3212336
M1;2010-01-04;;01;BLD;0Q0;20100104;0;4;AA;;5;1535;2000;;4665;1730;1425;02;1998;110;4;true;;Subaru;LEGACY Sedan (AA) 4ov 1998cm3;1;5;LEGACY;12;e1*01/116*0228*08;02;560;148;94759;162;JF1BLDLY38;3212579
M1;2010-04-07;;01;BPD;0S0;20100407;6;4;AC;;5;1585;2000;2000;4720;1730;1470;02;1998;110;4;true;false;Subaru;LEGACY Farmari (AC) 4ov 1998cm3;1;5;LEGACY;12;e1*01/116*0228*08;02;936;151;192660;348;JF1BPDLY38;3212588
M1G;2010-05-06;;01;FF01;FC;20080729;0;4;AC;;5;2185;2875;2875;4854;1933;1776;02;2993;210;6;true;false;BMW;X5 3.0sd Farmari (AC) 4ov 2993cm3 A;2;6;X5 3.0sd;05;e1*01/116*0420*04;02;851;216;237062;954;WBAFF010X0;3212780
M1;2010-02-25;;01;4402D0;IZAAA200;20100225;X;2;AE;;2;875;1050;;2727;1583;1565;02;799;33;3;true;;Smart;FORTWO CABRIO CDI Avoauto (AE) 2ov 799cm3 A;2;5;FORTWO CABRIO CDI;05;e1*01/116*0413*05;02;091;88;95173;001;WME4514001;3213877
M1;2010-02-02;;01;4402D0;IZAAA200;20100202;X;2;AE;;2;875;1050;;2727;1583;1565;02;799;33;3;true;;Smart;FORTWO CABRIO CDI Avoauto (AE) 2ov 799cm3 A;2;5;FORTWO CABRIO CDI;05;e1*01/116*0413*05;02;235;88;51512;027;WME4514001;3213878
M1;2010-01-29;;01;135;2;20090720;4;2;AB;;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;761;140;101525;314;JMZDE13520;3214499
M1;2010-01-29;;01;135;2;20090720;6;2;AB;1;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;091;140;71214;008;JMZDE13520;3214500
M1;2010-04-14;;01;12L;6;20100414;2;4;AA;;5;1395;1930;;4755;1795;1440;01;2488;125;4;false;;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;092;192;106692;016;JMZGH12L60;3214523
M1;2010-08-27;;01;12L;6;20100616;8;4;AA;;5;1395;1930;1930;4755;1795;1440;01;2488;125;4;false;false;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;091;192;150690;002;JMZGH12L60;3214525
M1;2010-01-21;;01;19D;6;20100121;8;4;AC;;5;1545;2110;;4785;1795;1490;02;1998;103;4;true;;Mazda;6 Farmari (AC) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;148;149;188082;998;JMZGH19D60;3214571
M1;2010-01-21;;01;SH5;577;20100121;2;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;853;132;182499;207;KL1SF48DJ8;3214611
M1;2010-02-16;;01;SH5;577;20100216;2;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;051;132;114316;271;KL1SF48DJ8;3214623
M1;2010-03-16;;01;SH5;577;20100316;2;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;858;132;98151;043;KL1SF48DJ8;3214646
M1;2010-01-23;;01;SH5;577;20100123;2;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;091;132;57857;006;KL1SF48DJ8;3214667
M1;2010-01-04;;01;B5D41;M54AZ1;20100104;4;4;AF;;5;1367;1820;;4235;1790;1480;02;1582;84;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;624;125;154128;492;U5YFF24428;3215034
M1;2010-01-07;;01;F5D41;A43AZ1;20100107;Y;4;AF;;5;1426;1940;;4470;1790;1525;02;1582;84;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;CEED;05;e4*01/116*0121*07;02;091;159;155812;008;U5YFF52438;3215082
M1;2010-03-16;;01;B5D41;M54AZ1;20090908;2;4;AF;;5;1367;1820;;4235;1790;1480;02;1582;84;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;691;125;158276;859;U5YFF24428;3215194
M1;2010-06-07;;01;AABWSX1;AD6AD62E079ST0GG;20100607;6;4;AA;;4;1707;2110;;4886;1855;1417;01;3597;220;6;false;;Volkswagen;PASSAT CC Sedan (AA) 4ov 3597cm3 A;2;6;PASSAT CC;05;e1*01/116*0468*01;01;153;242;86069;558;WVWZZZ3CZ9;3216298
M1;2010-01-08;;01;CW821;AAAAA6A5A;20090527;8;5;AC;;5;1730;2360;2360;4640;1800;1680;02;1960;103;4;true;false;Mitsubishi;OUTLANDER Farmari (AC) 1960cm3;;;OUTLANDER;05;e1*01/116*0406*04;02;091;180;175039;009;JMBXJCW8W8;3216431
M1;2010-01-05;;01;B21S;MT;20100105;5;4;AB;;5;1265;1670;;4235;1755;1620;01;1586;79;4;false;;Suzuki;SX4 Viistoperä (AB) 4ov 1586cm3;1;5;SX4;05;e4*01/116*0105*03;01;405;164;78638;531;TSMEYB21S0;3216987
M1;2010-07-05;;01;ZLCHM;3E4C2D1;20090813;0;4;AF;;7;1815;2940;2940;4993;1906;1903;02;2148;110;4;true;false;Mercedes-Benz;VIANO CDI 2.2 Monikäyttöajoneuvo (AF) 4ov 2148cm3 A;2;5;VIANO CDI 2.2;05;e9*01/116*0048*11;02;398;229;176078;151;WDF6398131;3217185
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;853;120;94047;207;VF34C9HXC5;3217960
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;398;120;135583;155;VF34C9HXC5;3217961
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;698;120;167217;961;VF34C9HXC5;3217962
M1;2010-02-26;;01;4C5FW*;4C5FWC;20090618;6;;AB;;5;1362;1815;1815;4280;1830;1430;01;1590;88;4;;;Peugeot;308 Viistoperä (AB) 1590cm3;;;308;05;e2*01/116*0362*00;01;171;159;39288;796;VF34C5FWC5;3217971
M1;2010-01-28;;01;BG11;1A07ANBABG7;20100128;1;4;AF;;7;1503;2095;;4503;1801;1670;01;1796;103;4;false;;Opel;ZAFIRA Monikäyttöajoneuvo (AF) 4ov 1796cm3;1;5;ZAFIRA;05;e1*01/116*0325*06;01;638;177;88473;071;W0L0AHM758;3218835
M1;2010-07-22;;01;D;D01;20100722;0;4;AF;;5;1578;2085;;4315;1783;1623;02;1995;110;4;true;;Nissan;QASHQAI Monikäyttöajoneuvo (AF) 4ov 1995cm3;1;6;QASHQAI;05;e11*01/116*0295*06;02;638;174;147015;061;SJNFDAJ10U;3219034
M1;2010-02-25;;01;B5P61;M52AZ1;20100225;6;4;AF;;5;1268;1720;;4245;1775;1480;01;1591;92;4;false;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1591cm3;1;5;i 30;05;e11*01/116*0313*06;01;091;152;76572;008;KMHDC51DP8;3219480
M1;2010-11-09;;01;1;2;20080828;0;4;AF;;5;1687;2160;2160;4520;1870;1675;02;2204;103;4;true;false;Honda;CR-V Monikäyttöajoneuvo (AF) 2200cm3;1;6;CR-V;05;e11*01/116*0302*00;02;069;173;190890;857;SHSRE67508;3220134
M1;2010-03-19;;01;1;2;20090227;0;5;AF;;5;1687;2160;2160;4520;1820;1680;02;2200;103;4;true;false;Honda;CR-V Monikäyttöajoneuvo (AF) 2200cm3;;;CR-V;05;e11*01/116*0302*00;02;182;173;235627;421;SHSRE67508;3220174
M1;2010-03-23;;01;KGB10(H);KGB10L-AHMGKW(1F);20100323;0;4;AB;;4;905;1190;;3410;1615;1465;01;998;50;3;false;;Toyota;AYGO Viistoperä (AB) 4ov 998cm3;1;5;AYGO;05;e11*01/116*0236*05;01;710;108;113881;106;JTDKG10C70;3220454
M1;2010-01-12;;01;B3D41;M54AZ1;20100112;2;2;AF;;5;1358;1860;;4250;1790;1450;02;1582;84;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 2ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;858;125;287037;043;U5YFF23428;3221723
M1;2010-02-04;;01;F5D41;M54AZ1;20090601;2;4;AF;;5;1419;1920;1920;4470;1790;1525;02;1582;84;4;true;false;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;109;128;246566;000;U5YFF52428;3221812
M1;2010-01-11;;01;LCCWAQ1;QM6B4001R8K617MB;20080918;1;4;AA;;5;1730;2205;2205;4703;1826;1417;02;2967;176;6;true;false;Audi;A4 Sedan (AA) 4ov 2967cm3;1;6;A4;05;e1*01/116*0430*07;02;700;172;167148;563;WAUZZZ8K29;3221944
M1;2010-01-20;;01;H00MK0;SZAAA501;20100120;0;4;AA;;5;1605;2090;;4721;1782;1447;02;2148;125;4;true;;Mercedes-Benz;C 220 CDI Sedan (AA) 4ov 2148cm3 A;2;5;C 220 CDI;05;e1*01/116*0431*07;02;858;177;299925;043;WDD2040081;3222102
M1;2010-01-07;;01;135;2;20090720;2;2;AB;;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;286;140;44003;457;JMZDE13520;3222765
M1;2010-03-30;;01;135;2;20090720;4;2;AB;1;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;398;140;74454;156;JMZDE13520;3222767
M1;2010-01-07;;01;135;2;20090720;2;2;AB;;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;286;140;41926;457;JMZDE13520;3222769
M1;2010-02-19;;01;144;2;20090720;8;4;AB;1;5;1055;1520;1520;3905;1695;1475;02;1399;50;4;true;false;Mazda;2 Viistoperä (AB) 4ov 1399cm3;1;5;2  Elegance 1.4 TD;05;e13*01/116*0254*02;02;408;114;84810;621;JMZDE14420;3222789
M1;2010-06-18;;01;128;2;20090720;8;4;AA;;5;1355;1885;1885;4755;1795;1440;01;1798;88;4;false;false;Mazda;6 Sedan (AA) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;837;159;59173;334;JMZGH12820;3222818
M1;2010-01-11;;01;12D;6;20100111;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;049;147;171305;022;JMZGH12D60;3222834
M1;2010-01-04;;01;12D;6;20100104;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;418;147;136848;375;JMZGH12D60;3222839
M1;2010-03-18;;01;12F;6;20100318;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;109;166;119217;132;JMZGH12F60;3222843
M1;2010-04-01;;01;12F;6;20100401;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;853;166;149164;203;JMZGH12F60;3222844
M1;2010-06-18;;01;12F;6;20100618;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;710;166;97264;103;JMZGH12F60;3222846
M1;2010-03-16;;01;12F;6;20100316;6;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;285;166;110939;483;JMZGH12F60;3222849
M1;2010-03-19;;01;12F;6;20100319;2;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;734;166;76080;255;JMZGH12F60;3222859
M1;2010-03-26;;01;12F;6;20100326;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;005;166;145234;629;JMZGH12F60;3222865
M1;2010-02-22;;01;12L;6;20100222;6;4;AA;;5;1395;1930;;4755;1795;1440;01;2488;125;4;false;;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;683;192;53970;977;JMZGH12L60;3222870
M1;2010-03-12;;01;AABZBX0;FM6FM62S002ST0GG;20100312;0;4;AA;;4;1505;1920;;4886;1855;1417;01;1798;118;4;true;;Volkswagen;PASSAT CC Sedan (AA) 4ov 1798cm3;1;6;PASSAT CC;05;e1*01/116*0468*01;01;604;180;107430;339;WVWZZZ3CZ9;3223223
M1G;2010-02-25;;01;JCE8M;8H25;20100225;8;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;541;270;211890;755;1J8HCE8M78;3223340
M1G;2010-05-29;;01;JCE8M;8H25;20100529;6;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;536;270;215272;371;1J8HCE8M68;3223343
M1G;2010-05-28;;01;JCE8M;8H25;20100528;6;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;564;270;195315;906;1J8HCE8M88;3223344
M1G;2010-02-11;;01;JCE8M;8H25;20100211;6;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;092;270;219933;014;1J8HCE8MX8;3223345
M1;2010-01-28;;01;F5R/TX;A6A01;20100128;0;4;AC;;5;1775;2280;;4670;1802;1560;01;2792;206;6;true;;Saab;9-3 Farmari (AC) 4ov 2792cm3 A;2;6;9-3;05;e4*01/116*0065*19;01;905;279;82757;653;YS3FM52R38;3223789
M1;2010-01-07;;01;F5D11;M54AZ1;20100107;Y;4;AF;;5;1409;1920;;4475;1775;1565;02;1582;66;4;true;;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*05;02;922;128;181281;374;KMHDB81TP8;3224248
M1G;2010-02-25;;01;FG41;GA;20100225;8;4;AC;;4;2145;2720;;4877;1983;1690;01;2979;225;6;true;;BMW;X6 xDrive 35i Farmari (AC) 4ov 2979cm3 A;2;6;X6 xDrive 35i;05;e1*01/116*0420*04;01;049;262;102669;023;WBAFG41070;3225042
M1;2010-03-11;;01;SH5;577;20100311;0;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;905;132;64134;653;KL1SF48DJ8;3225088
M1;2010-01-04;;01;SH5;577;20100104;0;4;AB;;5;1105;1503;;3920;1680;1505;01;1206;62;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*21;01;285;132;53262;483;KL1SF48DJ8;3225089
M1;2010-03-08;24;02;;4135222408;20100308;2;4;AF;;9;2365;3000;3000;5230;1970;2310;02;2190;81;4;true;false;Ford;TRANSIT 300M Umpikorinen (BB) 2190cm3;;;TRANSIT 300M PROSTYLE;05;;02;924;222;550721;697;WF0XXXTTFX;3225904
M1;2010-01-22;131;02;;4135222411;20100122;2;4;AF;;9;2380;3000;3000;5230;1970;2310;02;2190;81;4;true;false;Ford;TRANSIT 300M Umpikorinen (BB) 2190cm3;;;TRANSIT 300M PROSTYLE;05;;02;837;214;435653;337;WF0XXXTTFX;3225905
M1;2010-01-20;;01;ACBSWX01;NFM5FM52R02715;20090515;2;4;AC;;5;1265;1705;1705;4343;1642;1551;02;1896;77;4;true;false;Skoda;FABIA Farmari (AC) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*16;02;273;129;167305;959;TMBGG65J99;3225966
M1;2010-04-07;;01;AS71;AS7140??;20100407;5;4;AA;;5;1652;2200;;4851;1893;1493;02;2400;136;5;true;;Volvo;S80 Sedan (AA) 4ov 2400cm3 A;2;6;S80;05;e9*01/116*0057*07;02;494;194;144564;915;YV1AS71409;3226291
M1;2010-01-22;;01;F5W;A603;20100122;6;4;AC;;5;1635;2120;;4670;1802;1543;02;1910;110;4;true;;Saab;9-3 Farmari (AC) 4ov 1910cm3 A;2;6;9-3;05;e4*01/116*0065*19;02;091;179;233677;002;YS3FF51W98;3226696
M1;2010-07-08;;05;ACCBABX1;AA6AA69M023NDST7MB;20090928;0;5;AC;1;5;1679;2260;2260;4520;1809;1706;02;1968;103;4;true;false;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3 A;2;6;TIGUAN;05;e1*01/116*0450*04;02;743;199;167193;601;WVGZZZ5NZ9;3226953
M1;2010-02-11;;01;CW721;AIACA6A7A;20100211;8;;AC;;7;1810;2410;2410;4640;1800;1680;02;2170;115;4;true;;Mitsubishi;OUTLANDER Farmari (AC) 2170cm3;;;OUTLANDER;05;e1*01/116*0406*04;02;092;194;170451;014;JMBXJCW7W8;3227204
M1;2010-01-21;;01;MS21;MS2142??;20100121;Z;4;AA;;5;1361;1850;;4476;1785;1452;01;1798;92;4;false;;Volvo;S40 Sedan (AA) 4ov 1798cm3;1;5;S40;05;e4*01/116*0076*14;01;499;174;45096;656;YV1MS21429;3227952
M1;2010-01-05;;01;B5D11;M54AZ1;20100105;2;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;946;125;210770;666;KMHDB51TP8;3228239
